module_name,function_name,lines_covered,lines_total,coverage_percent,last_tested,risk_score,missing_branches
reporting,create,122,163,74.85,2025-08-10,0.65,0
reporting,update,3,182,1.65,2025-08-29,0.8,2
reporting,create,64,135,47.41,2025-07-25,0.57,4
analytics,create,38,76,50.0,2025-08-15,0.31,5
notifications,create,30,46,65.22,2025-08-02,0.27,3
auth,update,27,38,71.05,2025-08-02,0.0,1
analytics,delete,21,26,80.77,2025-08-19,0.85,2
reporting,get,8,52,15.38,2025-08-08,0.66,3
user,get,138,163,84.66,2025-08-06,0.68,2
notifications,validate,19,195,9.74,2025-08-13,0.59,0
auth,validate,83,94,88.3,2025-07-18,0.99,4
auth,validate,10,65,15.38,2025-08-05,0.89,4
invoice,list,36,83,43.37,2025-07-10,0.45,2
notifications,update,30,40,75.0,2025-07-03,0.54,5
user,get,29,86,33.72,2025-09-22,0.27,4
analytics,validate,10,45,22.22,2025-09-16,0.07,1
auth,create,13,33,39.39,2025-07-16,0.51,4
auth,get,9,85,10.59,2025-08-14,0.54,3
reporting,list,30,90,33.33,2025-08-09,0.12,3
user,update,33,33,100.0,2025-08-29,0.01,3
reporting,validate,26,142,18.31,2025-08-16,0.27,3
auth,list,14,88,15.91,2025-09-08,0.4,2
invoice,update,7,47,14.89,2025-09-25,0.41,4
notifications,update,1,23,4.35,2025-09-02,0.38,1
notifications,delete,160,187,85.56,2025-08-12,0.39,5
user,delete,25,169,14.79,2025-08-09,0.25,5
analytics,validate,63,99,63.64,2025-08-15,0.92,3
invoice,validate,35,48,72.92,2025-09-08,0.9,4
invoice,create,9,24,37.5,2025-07-18,0.18,0
invoice,delete,25,45,55.56,2025-09-10,0.9,3
invoice,create,102,109,93.58,2025-08-17,0.54,3
invoice,update,22,57,38.6,2025-09-09,0.52,4
notifications,update,94,102,92.16,2025-07-12,0.09,2
reporting,update,1,23,4.35,2025-08-01,0.21,3
user,list,117,177,66.1,2025-07-25,0.04,1
auth,create,6,131,4.58,2025-09-01,0.15,2
user,delete,46,111,41.44,2025-09-16,0.85,5
auth,create,13,27,48.15,2025-09-09,0.75,2
user,update,10,50,20.0,2025-08-18,0.23,2
notifications,get,24,49,48.98,2025-07-06,0.6,3
auth,create,25,76,32.89,2025-07-07,0.38,0
analytics,validate,34,69,49.28,2025-09-21,0.31,2
auth,delete,89,192,46.35,2025-07-20,0.15,5
reporting,validate,41,147,27.89,2025-09-18,0.73,0
user,validate,75,88,85.23,2025-07-13,0.71,5
invoice,validate,88,166,53.01,2025-07-02,0.13,3
invoice,update,8,169,4.73,2025-08-15,0.29,5
notifications,create,17,81,20.99,2025-09-17,0.09,4
invoice,get,23,80,28.75,2025-07-16,0.2,4
notifications,list,77,185,41.62,2025-07-17,0.98,2
auth,update,22,167,13.17,2025-09-01,0.46,0
invoice,create,18,64,28.12,2025-08-08,1.0,5
analytics,create,55,117,47.01,2025-08-25,0.37,1
invoice,delete,104,200,52.0,2025-07-04,0.03,4
analytics,update,1,84,1.19,2025-08-05,0.94,5
reporting,list,48,61,78.69,2025-09-01,0.33,4
notifications,get,6,49,12.24,2025-08-17,0.03,2
reporting,list,0,15,0.0,2025-08-01,0.05,0
user,create,13,145,8.97,2025-08-15,0.49,0
user,get,3,12,25.0,2025-09-15,0.44,2
invoice,get,6,135,4.44,2025-08-01,0.77,5
auth,update,18,171,10.53,2025-08-25,0.77,5
reporting,delete,20,42,47.62,2025-07-24,0.91,5
analytics,create,90,174,51.72,2025-08-17,0.67,3
analytics,update,76,110,69.09,2025-06-29,0.36,5
user,validate,8,169,4.73,2025-07-27,0.1,0
user,delete,27,161,16.77,2025-09-09,0.64,2
auth,create,12,15,80.0,2025-08-18,0.09,0
notifications,create,41,93,44.09,2025-09-10,0.45,4
reporting,delete,94,110,85.45,2025-07-24,0.28,4
auth,list,0,116,0.0,2025-08-31,0.78,4
notifications,update,62,181,34.25,2025-08-08,0.99,2
notifications,update,7,107,6.54,2025-07-03,0.03,3
invoice,create,28,43,65.12,2025-08-10,0.2,0
auth,list,10,72,13.89,2025-08-25,0.03,4
reporting,update,54,147,36.73,2025-07-18,0.26,3
notifications,validate,87,92,94.57,2025-07-11,0.11,5
reporting,create,14,35,40.0,2025-09-16,0.88,0
notifications,get,106,111,95.5,2025-09-02,0.2,0
analytics,get,45,187,24.06,2025-08-31,0.58,1
invoice,validate,111,157,70.7,2025-07-29,0.45,5
notifications,list,24,162,14.81,2025-07-31,0.08,0
analytics,delete,9,10,90.0,2025-07-14,0.75,4
analytics,delete,8,48,16.67,2025-07-11,0.06,3
notifications,create,39,50,78.0,2025-09-06,0.09,2
auth,create,12,113,10.62,2025-08-01,0.72,4
invoice,create,152,155,98.06,2025-06-29,0.92,5
notifications,list,107,169,63.31,2025-08-23,0.07,5
user,list,11,140,7.86,2025-09-20,0.48,1
auth,validate,41,135,30.37,2025-07-19,0.05,4
user,get,30,46,65.22,2025-09-17,0.21,5
invoice,update,100,192,52.08,2025-07-07,1.0,5
auth,validate,64,132,48.48,2025-07-08,0.74,3
analytics,delete,63,147,42.86,2025-07-27,0.55,1
invoice,get,33,42,78.57,2025-08-14,0.78,1
notifications,list,22,81,27.16,2025-07-04,0.13,0
user,update,29,78,37.18,2025-09-06,0.78,5
analytics,update,1,78,1.28,2025-08-10,0.04,3
analytics,list,42,163,25.77,2025-07-24,0.09,1
analytics,get,44,145,30.34,2025-07-03,0.54,0
auth,update,157,172,91.28,2025-08-28,0.84,1
reporting,update,120,130,92.31,2025-08-15,0.49,2
invoice,validate,130,179,72.63,2025-07-01,0.53,1
invoice,create,58,80,72.5,2025-09-07,0.39,1
notifications,create,107,135,79.26,2025-07-18,0.73,4
auth,validate,21,111,18.92,2025-07-10,0.19,4
invoice,delete,11,33,33.33,2025-08-24,0.54,3
invoice,update,55,79,69.62,2025-07-17,0.95,1
notifications,list,65,191,34.03,2025-08-13,0.58,2
analytics,create,65,101,64.36,2025-09-22,0.23,2
invoice,list,64,92,69.57,2025-07-23,0.75,5
analytics,list,14,54,25.93,2025-09-17,0.56,5
analytics,update,29,33,87.88,2025-07-30,0.67,2
user,create,73,108,67.59,2025-07-30,0.25,2
auth,get,19,123,15.45,2025-08-01,0.83,2
invoice,validate,151,159,94.97,2025-07-01,0.72,3
auth,list,20,29,68.97,2025-08-25,0.41,4
auth,validate,78,81,96.3,2025-08-02,0.82,3
analytics,validate,82,175,46.86,2025-07-21,0.61,0
analytics,list,1,11,9.09,2025-08-03,0.96,1
invoice,get,39,44,88.64,2025-09-07,0.28,4
user,create,31,77,40.26,2025-07-12,0.3,1
auth,create,34,97,35.05,2025-08-04,0.36,4
auth,validate,15,140,10.71,2025-09-05,0.44,5
notifications,update,45,92,48.91,2025-08-03,0.06,5
analytics,get,79,97,81.44,2025-07-03,0.21,3
user,validate,6,99,6.06,2025-09-16,0.02,2
reporting,update,69,148,46.62,2025-07-20,0.82,1
reporting,list,163,167,97.6,2025-08-13,0.09,1
notifications,validate,148,158,93.67,2025-08-07,0.5,0
reporting,create,115,140,82.14,2025-08-15,0.13,4
analytics,list,132,169,78.11,2025-07-15,0.55,5
auth,delete,159,192,82.81,2025-09-18,0.05,3
analytics,create,6,31,19.35,2025-07-26,0.41,0
notifications,get,156,187,83.42,2025-07-05,0.02,1
auth,update,19,20,95.0,2025-09-22,0.24,3
analytics,create,108,135,80.0,2025-08-27,0.13,3
analytics,delete,1,62,1.61,2025-08-04,0.48,1
invoice,list,19,37,51.35,2025-07-01,0.77,0
notifications,update,4,12,33.33,2025-06-29,0.44,3
reporting,list,7,67,10.45,2025-07-03,0.65,3
auth,delete,52,190,27.37,2025-07-11,0.56,5
analytics,list,145,145,100.0,2025-09-19,0.85,2
auth,list,57,71,80.28,2025-07-14,0.19,1
auth,get,7,80,8.75,2025-09-12,0.95,4
invoice,create,53,83,63.86,2025-08-17,0.51,3
user,update,14,24,58.33,2025-09-17,0.92,2
invoice,create,41,63,65.08,2025-08-13,0.99,5
analytics,validate,77,191,40.31,2025-08-20,0.85,0
invoice,delete,87,111,78.38,2025-09-02,0.53,1
analytics,validate,144,149,96.64,2025-07-30,0.04,4
reporting,get,48,131,36.64,2025-09-15,0.15,5
notifications,delete,60,61,98.36,2025-09-25,0.84,1
reporting,create,49,135,36.3,2025-07-12,0.31,2
reporting,update,52,67,77.61,2025-07-08,0.79,2
reporting,update,32,83,38.55,2025-07-02,0.59,5
reporting,get,150,150,100.0,2025-07-04,0.15,5
invoice,update,97,135,71.85,2025-07-19,0.56,1
user,get,83,83,100.0,2025-09-11,0.54,4
auth,create,29,77,37.66,2025-07-04,0.6,3
analytics,validate,155,177,87.57,2025-07-22,0.78,4
auth,delete,17,41,41.46,2025-07-07,0.76,2
invoice,list,90,174,51.72,2025-07-14,0.63,2
notifications,update,146,197,74.11,2025-07-25,0.8,1
user,create,70,77,90.91,2025-09-14,0.53,0
invoice,list,52,144,36.11,2025-09-19,0.41,5
analytics,validate,110,181,60.77,2025-08-29,0.92,3
auth,update,71,183,38.8,2025-09-01,0.39,1
reporting,validate,21,25,84.0,2025-09-17,0.91,2
analytics,list,96,110,87.27,2025-07-10,0.15,0
reporting,get,78,140,55.71,2025-07-24,0.14,0
invoice,validate,56,113,49.56,2025-08-25,0.47,0
user,list,30,108,27.78,2025-09-25,0.99,1
notifications,list,7,13,53.85,2025-08-03,0.53,3
notifications,create,3,22,13.64,2025-07-17,0.57,2
auth,get,87,111,78.38,2025-08-29,0.38,0
analytics,validate,77,143,53.85,2025-09-27,0.87,2
analytics,update,23,89,25.84,2025-07-20,0.53,5
reporting,update,96,175,54.86,2025-07-02,0.91,0
reporting,list,20,36,55.56,2025-08-19,0.6,5
analytics,list,57,104,54.81,2025-08-26,0.93,2
auth,delete,3,64,4.69,2025-07-07,0.04,3
analytics,get,72,122,59.02,2025-08-09,0.98,1
notifications,get,91,129,70.54,2025-07-25,0.23,0
reporting,update,97,176,55.11,2025-07-12,0.49,3
user,update,58,76,76.32,2025-08-14,0.65,5
notifications,create,34,72,47.22,2025-09-17,0.32,3
invoice,delete,21,72,29.17,2025-07-25,0.61,5
reporting,get,134,170,78.82,2025-09-13,0.14,2
invoice,get,10,155,6.45,2025-07-09,0.21,3
analytics,create,79,84,94.05,2025-07-14,0.28,0
user,validate,23,134,17.16,2025-07-12,0.15,3
reporting,validate,54,74,72.97,2025-08-17,0.49,5
invoice,get,39,83,46.99,2025-07-12,0.72,3
reporting,list,52,177,29.38,2025-08-17,0.84,2
analytics,get,28,83,33.73,2025-08-06,0.04,5
analytics,delete,100,159,62.89,2025-09-23,0.75,3
user,list,76,93,81.72,2025-09-25,0.06,2
reporting,validate,24,105,22.86,2025-09-04,0.24,1
reporting,delete,1,14,7.14,2025-09-05,0.23,0
reporting,delete,73,81,90.12,2025-08-13,0.69,3
invoice,delete,57,166,34.34,2025-08-07,0.75,2
notifications,list,29,40,72.5,2025-08-26,0.2,1
auth,validate,0,130,0.0,2025-08-15,0.5,2
reporting,delete,54,77,70.13,2025-07-21,0.75,3
analytics,update,35,147,23.81,2025-09-01,0.93,3
notifications,delete,89,105,84.76,2025-09-15,0.93,4
reporting,get,0,97,0.0,2025-09-13,0.41,3
user,create,53,60,88.33,2025-08-28,0.84,4
notifications,get,47,58,81.03,2025-09-24,0.58,2
user,delete,52,56,92.86,2025-09-23,0.7,2
notifications,delete,43,57,75.44,2025-09-18,0.58,2
notifications,validate,22,111,19.82,2025-09-09,0.97,2
user,list,47,50,94.0,2025-06-29,0.72,3
auth,list,9,53,16.98,2025-08-30,0.41,2
auth,list,12,28,42.86,2025-08-25,0.47,0
auth,validate,28,112,25.0,2025-07-10,0.47,4
auth,delete,76,140,54.29,2025-09-03,0.63,2
auth,create,46,79,58.23,2025-08-10,0.47,3
analytics,delete,53,143,37.06,2025-09-14,0.41,3
notifications,delete,16,50,32.0,2025-09-21,0.81,2
reporting,list,21,80,26.25,2025-08-01,0.76,0
auth,get,100,191,52.36,2025-08-22,0.09,3
invoice,validate,32,122,26.23,2025-08-08,0.99,5
notifications,update,133,190,70.0,2025-08-05,0.66,2
invoice,create,52,63,82.54,2025-07-08,0.96,2
auth,delete,49,112,43.75,2025-08-01,0.42,2
analytics,list,40,120,33.33,2025-07-10,1.0,4
auth,get,39,69,56.52,2025-07-07,0.25,3
user,update,85,139,61.15,2025-09-06,0.79,2
reporting,validate,8,86,9.3,2025-07-19,0.59,5
invoice,create,8,99,8.08,2025-07-28,0.44,1
analytics,validate,14,21,66.67,2025-08-07,0.91,4
analytics,get,109,175,62.29,2025-09-01,0.82,1
analytics,create,17,95,17.89,2025-09-08,0.02,5
analytics,update,10,27,37.04,2025-07-04,0.9,2
reporting,validate,77,97,79.38,2025-08-17,0.04,3
auth,validate,109,131,83.21,2025-07-20,0.98,5
notifications,validate,93,139,66.91,2025-09-14,0.07,2
auth,delete,52,71,73.24,2025-09-16,0.21,5
reporting,create,10,33,30.3,2025-09-10,0.98,0
invoice,create,32,89,35.96,2025-07-22,0.42,2
auth,update,67,191,35.08,2025-08-08,0.25,5
auth,delete,108,137,78.83,2025-09-26,0.2,1
analytics,create,27,105,25.71,2025-07-02,0.7,1
user,update,138,170,81.18,2025-09-12,0.35,0
reporting,update,5,11,45.45,2025-07-27,0.35,3
reporting,create,21,29,72.41,2025-09-17,0.57,4
analytics,get,35,145,24.14,2025-08-26,0.53,1
invoice,list,8,180,4.44,2025-08-05,0.99,2
user,list,154,156,98.72,2025-07-29,0.14,4
auth,create,3,39,7.69,2025-08-17,0.1,3
invoice,validate,70,154,45.45,2025-08-19,0.73,0
invoice,create,81,135,60.0,2025-08-16,0.34,5
notifications,update,11,24,45.83,2025-09-25,0.08,2
auth,delete,73,79,92.41,2025-07-25,0.53,5
user,create,82,153,53.59,2025-07-24,0.43,0
user,list,68,184,36.96,2025-08-10,0.72,0
invoice,delete,5,12,41.67,2025-09-22,0.65,4
analytics,update,6,19,31.58,2025-07-02,0.17,4
auth,list,134,140,95.71,2025-09-07,0.77,0
reporting,validate,31,35,88.57,2025-09-16,0.53,0
auth,get,16,154,10.39,2025-08-09,0.51,4
notifications,delete,6,51,11.76,2025-08-03,0.19,5
auth,update,24,139,17.27,2025-08-31,0.75,4
auth,create,98,106,92.45,2025-07-28,0.6,3
invoice,update,9,30,30.0,2025-08-04,0.04,1
user,create,17,159,10.69,2025-07-25,0.85,0
invoice,create,130,157,82.8,2025-08-12,0.13,5
analytics,list,31,71,43.66,2025-09-02,0.53,5
analytics,validate,33,182,18.13,2025-08-07,0.48,2
user,delete,22,24,91.67,2025-08-22,0.53,5
notifications,delete,20,168,11.9,2025-07-20,0.64,5
analytics,list,55,88,62.5,2025-08-14,0.83,5
invoice,update,62,64,96.88,2025-09-11,0.32,2
invoice,create,56,116,48.28,2025-08-06,0.56,5
analytics,create,91,122,74.59,2025-08-04,0.16,0
user,validate,72,163,44.17,2025-07-21,0.43,3
user,create,15,34,44.12,2025-07-10,0.66,1
notifications,create,153,157,97.45,2025-09-21,0.92,1
invoice,update,25,193,12.95,2025-07-09,0.29,0
reporting,list,159,197,80.71,2025-09-20,0.84,2
analytics,get,42,82,51.22,2025-08-02,0.54,2
user,create,93,143,65.03,2025-08-01,0.31,1
user,get,73,143,51.05,2025-07-20,0.18,5
analytics,get,27,31,87.1,2025-09-19,0.39,5
reporting,create,45,102,44.12,2025-07-21,0.17,4
reporting,create,60,182,32.97,2025-07-02,0.58,1
reporting,get,20,100,20.0,2025-08-22,0.67,3
analytics,validate,7,32,21.88,2025-07-19,0.18,1
notifications,list,1,19,5.26,2025-09-19,0.54,4
reporting,validate,13,13,100.0,2025-07-14,0.89,3
reporting,delete,20,191,10.47,2025-07-11,0.42,5
auth,validate,129,157,82.17,2025-09-15,0.35,4
analytics,get,39,76,51.32,2025-09-11,0.89,0
reporting,delete,11,78,14.1,2025-08-25,0.01,3
analytics,validate,24,60,40.0,2025-08-02,0.3,2
analytics,create,84,104,80.77,2025-08-22,0.37,5
auth,get,70,104,67.31,2025-09-17,0.04,2
reporting,validate,129,185,69.73,2025-08-30,0.63,2
auth,validate,55,188,29.26,2025-09-12,0.76,4
notifications,validate,71,116,61.21,2025-08-18,0.97,1
reporting,delete,8,48,16.67,2025-08-17,0.74,0
auth,update,134,152,88.16,2025-07-20,0.71,5
auth,validate,71,119,59.66,2025-09-02,0.72,5
notifications,get,35,60,58.33,2025-09-08,0.97,3
user,delete,3,49,6.12,2025-08-20,0.99,0
invoice,create,100,155,64.52,2025-09-15,0.01,0
reporting,update,99,181,54.7,2025-07-25,0.02,1
invoice,validate,91,110,82.73,2025-08-14,0.05,5
auth,delete,32,66,48.48,2025-07-18,0.55,5
notifications,delete,9,13,69.23,2025-07-17,0.7,1
auth,validate,111,128,86.72,2025-07-26,0.89,5
reporting,validate,68,72,94.44,2025-07-29,0.98,1
auth,delete,64,147,43.54,2025-08-14,0.36,2
user,update,28,30,93.33,2025-08-26,0.23,5
analytics,update,84,188,44.68,2025-09-20,0.41,4
invoice,get,33,126,26.19,2025-07-25,0.31,4
invoice,update,50,154,32.47,2025-07-03,0.08,0
reporting,get,61,182,33.52,2025-07-30,0.64,2
notifications,delete,57,192,29.69,2025-07-02,0.65,5
notifications,get,59,173,34.1,2025-07-20,0.04,3
user,update,46,134,34.33,2025-06-29,0.79,0
reporting,update,50,157,31.85,2025-08-03,0.86,5
user,create,41,98,41.84,2025-08-03,0.44,3
notifications,update,4,54,7.41,2025-08-28,0.07,1
notifications,create,21,159,13.21,2025-08-27,0.14,5
analytics,delete,1,24,4.17,2025-09-03,0.25,0
analytics,delete,87,113,76.99,2025-08-27,0.81,5
auth,update,33,65,50.77,2025-07-30,0.53,1
notifications,validate,19,77,24.68,2025-08-14,0.37,4
notifications,list,13,35,37.14,2025-08-18,0.97,0
analytics,create,161,197,81.73,2025-07-08,0.87,0
analytics,create,5,21,23.81,2025-08-08,0.52,5
user,validate,106,193,54.92,2025-09-14,0.89,5
invoice,get,49,160,30.63,2025-07-06,0.2,0
user,list,40,64,62.5,2025-09-27,0.16,4
user,get,93,142,65.49,2025-09-26,0.65,2
invoice,get,162,169,95.86,2025-07-26,0.63,5
analytics,delete,99,100,99.0,2025-08-25,0.32,1
notifications,update,41,171,23.98,2025-08-05,0.11,5
auth,create,121,165,73.33,2025-07-22,0.78,1
analytics,create,140,195,71.79,2025-08-31,0.55,3
analytics,get,40,68,58.82,2025-07-15,0.58,0
reporting,delete,59,77,76.62,2025-08-25,0.03,2
reporting,get,18,38,47.37,2025-08-22,0.27,1
reporting,delete,84,108,77.78,2025-07-07,0.08,5
reporting,delete,49,49,100.0,2025-08-10,0.5,2
user,create,127,165,76.97,2025-09-16,0.43,2
reporting,delete,6,123,4.88,2025-08-14,0.84,5
analytics,get,116,194,59.79,2025-08-03,0.47,4
user,get,4,20,20.0,2025-09-05,0.55,1
notifications,update,15,25,60.0,2025-09-23,0.61,2
user,list,11,126,8.73,2025-07-14,0.49,0
auth,validate,0,23,0.0,2025-08-17,0.07,3
user,get,12,151,7.95,2025-07-14,0.24,2
analytics,get,24,54,44.44,2025-09-22,0.55,1
analytics,validate,53,70,75.71,2025-08-06,0.03,1
reporting,update,30,161,18.63,2025-06-30,0.52,2
user,delete,36,106,33.96,2025-07-14,0.85,1
auth,delete,44,44,100.0,2025-07-31,0.35,3
auth,create,76,115,66.09,2025-07-10,0.96,3
reporting,list,4,21,19.05,2025-09-16,0.33,0
invoice,validate,17,96,17.71,2025-08-04,0.25,5
auth,validate,86,151,56.95,2025-09-02,0.44,5
reporting,validate,56,169,33.14,2025-08-09,0.85,0
notifications,create,71,122,58.2,2025-09-10,0.42,0
reporting,update,6,33,18.18,2025-09-20,0.79,5
reporting,list,150,183,81.97,2025-07-20,0.52,0
auth,get,120,132,90.91,2025-08-08,0.14,0
auth,list,78,90,86.67,2025-09-19,0.95,5
auth,list,130,157,82.8,2025-07-14,0.26,3
notifications,list,111,174,63.79,2025-08-26,0.21,5
user,delete,26,182,14.29,2025-07-04,0.09,0
notifications,update,48,58,82.76,2025-08-22,0.59,3
auth,delete,20,155,12.9,2025-08-16,0.66,3
notifications,validate,99,123,80.49,2025-08-25,0.62,2
reporting,list,40,107,37.38,2025-07-19,0.1,0
auth,get,89,109,81.65,2025-07-22,0.57,2
invoice,get,22,51,43.14,2025-08-04,0.52,0
reporting,create,36,61,59.02,2025-09-13,0.7,2
analytics,update,58,97,59.79,2025-07-02,0.49,1
analytics,update,56,106,52.83,2025-09-03,0.26,1
reporting,validate,17,47,36.17,2025-06-29,0.5,5
invoice,validate,93,131,70.99,2025-09-27,0.44,1
analytics,validate,102,161,63.35,2025-08-04,0.73,5
auth,create,97,100,97.0,2025-07-22,0.95,4
notifications,validate,18,116,15.52,2025-09-17,0.33,3
auth,get,154,168,91.67,2025-07-30,0.93,0
notifications,list,87,137,63.5,2025-07-16,0.21,1
auth,get,7,105,6.67,2025-09-19,0.24,5
reporting,create,43,68,63.24,2025-09-20,0.56,1
auth,create,18,45,40.0,2025-07-31,0.87,1
notifications,list,59,116,50.86,2025-08-20,0.08,2
reporting,delete,13,20,65.0,2025-09-05,0.97,0
notifications,list,35,143,24.48,2025-06-30,0.05,4
reporting,update,9,12,75.0,2025-07-23,0.02,1
user,validate,82,103,79.61,2025-08-13,0.69,4
invoice,validate,101,180,56.11,2025-08-30,0.51,3
analytics,get,69,190,36.32,2025-09-25,0.51,3
analytics,create,12,38,31.58,2025-08-06,0.45,3
notifications,get,59,180,32.78,2025-07-06,0.4,0
user,validate,57,82,69.51,2025-08-30,0.9,0
notifications,delete,94,145,64.83,2025-08-30,0.87,3
analytics,validate,90,91,98.9,2025-09-20,0.1,4
invoice,validate,37,64,57.81,2025-09-24,0.27,2
auth,delete,77,127,60.63,2025-08-14,0.72,3
invoice,validate,54,70,77.14,2025-08-08,0.15,2
invoice,list,127,163,77.91,2025-09-08,0.81,5
user,list,5,25,20.0,2025-09-08,0.3,0
reporting,list,24,194,12.37,2025-07-01,0.38,1
notifications,get,105,110,95.45,2025-08-24,0.95,5
auth,validate,37,46,80.43,2025-08-09,0.45,3
analytics,update,76,118,64.41,2025-09-15,0.21,3
user,update,0,94,0.0,2025-07-22,0.73,4
user,list,71,84,84.52,2025-08-21,0.03,0
analytics,create,59,143,41.26,2025-09-16,0.96,4
invoice,delete,46,99,46.46,2025-07-03,0.07,4
analytics,list,63,90,70.0,2025-09-18,0.51,2
notifications,create,33,35,94.29,2025-07-13,0.29,1
analytics,delete,40,193,20.73,2025-07-07,0.94,1
user,create,12,24,50.0,2025-08-03,1.0,4
invoice,list,36,188,19.15,2025-09-24,0.3,5
analytics,get,125,144,86.81,2025-09-04,0.05,0
auth,validate,27,31,87.1,2025-07-12,0.16,1
reporting,validate,17,33,51.52,2025-08-23,0.47,2
auth,list,24,56,42.86,2025-08-12,0.98,3
reporting,get,71,106,66.98,2025-07-04,0.0,4
notifications,delete,141,153,92.16,2025-09-25,0.95,1
notifications,update,138,171,80.7,2025-08-29,0.46,5
invoice,create,9,115,7.83,2025-08-12,0.18,0
notifications,delete,55,74,74.32,2025-07-06,0.09,5
analytics,get,23,39,58.97,2025-08-04,0.15,0
notifications,create,2,56,3.57,2025-09-05,0.59,4
notifications,get,12,127,9.45,2025-09-19,0.49,1
notifications,create,80,130,61.54,2025-07-12,0.72,5
reporting,get,73,166,43.98,2025-08-13,0.93,2
analytics,create,4,132,3.03,2025-07-23,0.23,3
analytics,list,5,187,2.67,2025-07-08,0.46,2
analytics,delete,46,192,23.96,2025-08-25,0.11,5
reporting,delete,89,144,61.81,2025-09-15,0.22,1
user,update,62,109,56.88,2025-08-17,0.81,0
reporting,update,66,140,47.14,2025-09-04,0.68,4
analytics,create,62,79,78.48,2025-08-10,0.23,2
invoice,create,49,101,48.51,2025-09-17,0.8,5
analytics,list,50,96,52.08,2025-08-16,0.45,5
reporting,create,11,197,5.58,2025-07-11,0.87,5
analytics,delete,7,34,20.59,2025-08-02,0.88,0
auth,update,94,115,81.74,2025-09-14,0.41,4
reporting,create,31,57,54.39,2025-07-31,0.9,5
auth,validate,7,38,18.42,2025-07-26,0.03,2
invoice,update,104,133,78.2,2025-08-28,0.56,2
user,get,50,71,70.42,2025-07-20,0.13,2
analytics,update,123,148,83.11,2025-09-20,0.9,1
invoice,create,64,70,91.43,2025-07-26,0.29,2
analytics,create,41,55,74.55,2025-07-01,0.56,2
auth,delete,41,84,48.81,2025-09-21,0.06,5
analytics,validate,4,117,3.42,2025-07-30,0.75,2
reporting,create,40,189,21.16,2025-08-31,0.88,3
reporting,get,41,79,51.9,2025-08-18,0.71,3
user,create,57,66,86.36,2025-07-11,0.14,3
auth,list,3,111,2.7,2025-09-14,0.26,3
analytics,create,80,85,94.12,2025-08-17,0.9,3
user,delete,70,190,36.84,2025-06-30,0.5,3
reporting,update,52,189,27.51,2025-08-03,0.92,5
user,list,37,60,61.67,2025-08-27,0.84,4
analytics,list,28,71,39.44,2025-06-30,0.48,3
auth,list,7,25,28.0,2025-07-17,0.95,0
user,list,135,151,89.4,2025-07-14,0.27,5
user,create,46,134,34.33,2025-08-28,0.26,4
reporting,list,73,84,86.9,2025-08-27,0.89,1
user,validate,5,11,45.45,2025-09-07,0.58,0
analytics,list,58,179,32.4,2025-07-02,0.36,0
auth,list,29,165,17.58,2025-07-06,0.22,3
reporting,delete,45,56,80.36,2025-09-10,0.01,1
analytics,get,6,123,4.88,2025-09-06,0.92,2
user,update,51,91,56.04,2025-08-15,0.59,5
auth,create,23,26,88.46,2025-08-29,0.38,1
auth,list,15,31,48.39,2025-09-07,0.42,0
auth,validate,88,116,75.86,2025-09-09,0.18,3
user,delete,13,40,32.5,2025-09-18,0.86,1
reporting,update,38,52,73.08,2025-07-26,0.26,3
